brand,name,old_price_reais,old_price_centavos,new_price_reais,new_price_centavos,reviews_rating_number,reviews_amount
,Tênis Masculino Mizun Wave Creation 20 Academia E Corrida,78,77,7,66,,
OLYMPIKUS,Tênis Olympikus Masculino Original Macio Leve,299,99,29,08,,
OLYMPIKUS,Olympikus Treino Dynamic Masculino Adultos,349,99,201,99,4.8,(8385)
OLYMPIKUS,Olympikus Difuse 2 Sem gênero Adultos,350,50,122,91,4.4,(8)
UNDER ARMOUR,Tênis Under Armour Charged Great Unissex Branco Corrida,289,90,260,91,,
OLYMPIKUS,Tênis Black Old Skool Skate Tradicional Oferta Que Fala Né,350,50,122,91,,
MIZUNO,Tenis Mizuno Corrida Academia Space 4 Tamanhos Especiais ,358,99,34,80,,
SKECHERS,Tênis Skechers Go Run Max Road 6 Masculino Corrida,1.299,99,129,,,
NEW BALANCE,Tênis New Balance Masculino Fresh Foam X Kaiha Road,639,90,589,88,,
OLYMPIKUS,Tenis Olympikus Challenger 5 Branco Cinza Masculino,259,90,25,20,5.0,(1)
OLYMPIKUS,Tênis Olympikus Orbita Caminhada Treino Corrida Academia,189,90,18,46,,
ASICS,Kit 2 Pares Tenis Asics Gel Sendai Academia Treino Leve Top,499,98,199,99,,
MAJOR,Tênis Feminino  A-ll Major Star Cano Baixo Clássico Oferta,78,90,69,43,,
OLYMPIKUS,Tênis Olympikus Mescla Cinza,229,99,22,36,,
,Kit Tênis Masculino Tamanho Especial Esportivo + Relógio,179,90,143,92,,
,Sapatilha Aquática Neoprene Praia Pesca Ciclismo 33 Ao 44,78,89,7,67,,
,Tênis Esportivo De Academia Corrida Caminhada Treino Esporte,249,90,149,94,,
,Tênis Esportivo Masculino Academia Corrida Confortável Nl450,98,31,32,77,,
REEBOK,Tênis Reebok Nfx Trainer Masculino Cereja Treino Academia,339,90,33,99,,
ASCENSION,Tênis Masculino Esportivo Leve Confortável ,109,90,36,63,,
,Tênis Caminhada Academia Fitness Conforto Unissex Leve,97,77,9,50,,
,Tenis Meia Calce Facil Colegial Esportivo,49,90,4,84,,
,Tênis Masculino Corrida Esportivo Calce Fácil Academia Nl452,169,90,16,51,,
NEW BALANCE,Tênis New Balance 520v8 Unissex Azul Preto,379,90,341,91,,
REEBOK,Tênis Reebok Energen Lite Plus 3 Masculino,299,90,248,91,,
,Tênis Masculino Corrida Esportivo Calce Fácil Academia Nl452,88,90,29,63,,
ASICS,Tênis Asics Academia Caminhada Treino Macio Barato Fit Run,310,07,155,,,
OLYMPIKUS,Tênis Olympikus Masculino Color Adulto Original Veloz 3 Br,299,99,29,08,,
REEBOK,Tênis Reebok Energen Lite Plus 3 Masculino,299,90,248,91,,
JAX,Tênis Masculino Esportivo Olymp Treino Corrida Conforto Leve,74,88,56,16,,
,Kit 3 Tenis Masculino Esportivo Corrida Academia Top Moderno,139,90,13,60,5.0,(1)
UNDER ARMOUR,Tênis Under Armour Charged Slight 3,399,90,39,99,5.0,(1)
ASCENSION,Tênis Esportivo Ortopédico Para Academia Treino Dia A Dia,109,90,10,68,,
ASCENSION,Tenis Masculino Corrida Leve Academia Esportivo,129,90,12,63,,
ASICS,Tênis Asics Academia Caminhada Treino Macio Leve,300,58,150,,,
GENÉRICA,Kit 2 Tênis Esportivo Masculino Caminhada Corrida Academia,129,90,32,48,,
ASCENSION,Tenis Masculino E Feminino De Caminhada Ortopedico Crossfit,69,90,23,30,4.7,(2981)
,Tênis Esportivo Leve Lançamento 2024 Kit Com Meia E Relógio,77,90,74,19,,
ON RUNNING,Tênis On Running Cloudventure Masculino,849,90,84,,,
ASCENSION,Tenis Masculino E Feminino De Caminhada Ortopedico Crossfit,69,90,23,30,4.7,(2981)
MIZUNO,Tênis Mizuno Wave Frontier Beta Masculino,744,90,74,49,,
OLYMPIKUS,Olympikus Subverse Masculino Adultos,349,99,314,99,5.0,(1)
,Tênis Masculino New Luxxor Top Moderno Eva 2 Pares Casual,115,11,11,19,,
OLYMPIKUS,Tênis Olympikus Rayo,299,99,194,99,,
LYND,Tênis Lynd Esportivo Masculino 664 Y98 Caminhada Original,239,99,23,33,,
OUSY SHOES,Kit 2 Tênis Masculino Academia Easy Cadarço Caminhada Novo,159,90,125,40,4.5,(145)
SKECHERS,Tênis Skechers Go Run Elevate Masculino,409,90,368,91,,
ADIDAS,Tenis Masculino adidas Corrida Runfalcon 5,449,90,44,99,,
UNDER ARMOUR,Under Armour Pacer Masculino Adultos,449,99,260,99,4.6,(1110)
OLYMPIKUS,Olympikus Taurus Masculino Adultos,279,99,166,99,4.8,(285)
,Kit Tênis Para Academia Caminhada Adulto Masculino + Relógio,69,90,62,91,,
,Tênis Masculino Esportivo Academia Slip On Eva Actvitta,149,90,37,48,,
NEW BALANCE,Tênis New Balance 520 V8 Masculino,399,90,295,92,,
PROSPECT,Tênis Masculino Prospect Taos Caminhada Academia Corrida,69,90,24,46,,
,Kit Combo 2 Tenis Masculino Academia Caminhada Corrida Top,169,90,152,91,4.6,(2258)
MIZUNO,Tênis Esportivo Mizuno Wave Prophecy 13 Original +nf,1.799,99,179,,,
ASICS,Tênis Asics Academia Caminhada Treino Macio Leve,300,58,150,,,
,Kit 2 Tenis Masculino Promoção Casual Macio Top Dia A Dia,134,90,13,11,,
,Tênis Masculino Academia Rixxon Leve Promoção Barato ,87,90,60,65,4.5,(680)
REKOBA,Tenis Caminhada Corrida Masculino Rekoba Leve E Confortável,129,90,103,92,,
,Tênis Masculino Academia Caminhada Corrida Training Bylbow,78,90,68,40,4.6,(3648)
DM DAMANDO,Tenis Masculino Esportivo Black Academia Corrida Caminhada,72,90,45,60,4.4,(53)
VIA LIVRE,Kit Tênis Masculino Treino Corrida Caminha Leve + Relógio,129,99,98,79,,
,Tenis Sapatilha Bike Pesca Corrida Academia Neoprene Confort,53,67,17,,4.6,(822)
,Tenis Esporte Academia Corrida Caminhada Confortável Leve,69,90,6,79,4.5,(662)
ASICS,Tênis Asics Academia Caminhada Treino Macio Barato Fit Run,310,07,155,,,
REKOBA,Tênis Masculino Rekoba Sport Running Treino Original,115,33,11,21,,
MIZUNO,Tênis Mizuno Space 4 Masculino Preto-preto,299,99,28,,,
,Tênis Esport Model Running + Fone + Relógio + Caixa De Som,184,90,30,82,,
PUMA,Tênis Masculino E Feminino Flyer Flex Bdp Puma *oferta*,329,90,199,99,4.8,(312)
,Tênis Cross Tryd 5400 Academia Caminhada Confortável Leve,99,99,68,99,4.5,(1859)
OLYMPIKUS,Lindo Tenis Mizzun Oferta Que Fala Né !!!,350,50,122,91,,
REEBOK,Tênis Reebok Nfx Trainer Masculino Cereja Academia Treino,319,90,31,01,,
MIZUNO,Tenis Mizuno Bold Adulto Masculino Original Academia,399,90,299,92,,
OLYMPIKUS,Tênis Olympikus Reverso 2 Corrida Caminhada - Masculino,379,99,36,84,,
ASICS,Tênis Asics Masculino Gel-shogun St Corrida Conforto Treino,439,90,379,88,,
ASICS,Tênis Asics Gel-nagoya St Masculino Preto E Branco Original,439,98,370,28,,
MIZUNO,Tenis Mizuno Bold Adulto Masculino Original Confortavel,399,90,359,91,,
,Sapatilha Aquática Náutica Neoprene Praia Pesca Ciclismo,110,61,10,75,,
EVOLTENN,Kit 3 Pares Tênis Esportivo Masculino Evoltenn Style Corrida,188,90,179,45,4.4,(1942)
OLYMPIKUS,Olympikus Casual Index 3 Masculino Adultos 43611218_1-004,178,20,160,57,4.8,(1885)
OLYMPIKUS,Olympikus Voa 2 Feminino Adultos,299,99,233,99,4.8,(318)
GENÉRICA,Tênis Masculino Esportivo Caminhada Corrida Academia,79,90,26,63,,
FILA,Tênis Fila Ride Masculino - Azul Marinho E Verde Lima,259,38,32,,,
,Tenis Masculino Feminino Academia Leve Macio Confortável,78,99,71,09,4.5,(2214)
OLYMPIKUS,Olympikus Voa 2 Feminino Adultos,299,99,233,99,4.8,(318)
ACTVITTA,"Tênis Actvitta Unissex Para Correr | Lançamento, Confortável",199,90,189,90,,
PUMA,Tênis Flyer Runner Mesh Bdp Puma,329,90,199,90,4.8,(1004)
DM DAMANDO,Kit Tenis Confortavel Masculino P/academia Corrida + Relógio,78,90,74,95,4.6,(399)
GENÉRICA,Tênis Esportivo Masculino Caminhada Corrida Academia Leve,69,90,6,79,,
FILA,Fila Float Maxxi 2 Pro Masculino Adultos,899,90,760,95,5.0,(20)
ASCENSION,Tenis Masculino Corrida Leve Academia Esportivo,129,90,12,63,,
VELOCE,Tênis Masculino Esporte Veloce Caminhada Macio Corrida Black,99,83,33,28,,
LEVE STAR,Tenis Masculino Esportivo Caminhada Academia Corrida Malhar.,78,99,57,95,4.3,(954)
EVOLTENN,Combo 3 Pares Tênis Sola Trançada Masculino/feminino Corrida,189,90,180,40,,
OLYMPIKUS,Olympikus Casual Eros Sem gênero Adultos,199,10,179,41,4.7,(298)
LORENZZO LOPEZ,Kit 2 Tênis Masculino Corrida E Academia Esportivo Confort,189,90,123,43,,
OLYMPIKUS,Tênis Olympikus Veloz 3 Masculino Corrida - Caminhada,299,90,33,32,,
,Tenis Para Caminhada Academia Corrida Treino - Leve E Macio,64,90,6,31,4.5,(467)
OLYMPIKUS,Tênis Masculino Olimp Para Corrida E Caminhada Macio E Leve,279,99,229,59,5.0,(45)
OLYMPIKUS,Tenis Olympikus Corrida Veloz 2 Masculino,199,90,189,90,,
,Tênis Esportivo Treino Anti Impacto Leve Flexivel Confort,144,90,130,41,,
,Tênis Masculino Advenced Esportivo Academia Super Leve Nl357,98,31,32,77,4.5,(6)
LEVE STAR,Tenis Masculino Esportivo Caminhada Academia Corrida Malhar.,78,99,57,95,4.3,(954)
OLYMPIKUS,Tênis Masculino Olimpicos Estilo Amortecedor Corrida Impacto,245,90,23,90,,
,Tenis Feminino Olimp Esportivo Promoção Barato Aproveite,59,90,5,82,,
,Tênis Esportivo Academia Corrida Caminhada Conforto 2 Pares,79,90,26,63,,
,Tênis Masculino Olymp Olimp Space Caminhada Barato Promoção ,78,99,64,77,4.4,(2864)
SKECHERS,Tênis Skechers Go Run Fast Branco Masculino,379,90,37,99,,
,Tênis Corrida Bolha Plus 3 Tn Muito Leve Novo Cr7 Mes,113,67,37,89,,
,Tenis Masculino Original Para Caminhada E Academia + Relogio,79,90,39,95,4.4,(47)
,Tenis Infantil Calce Fácil Sem Cadarço Meia Menino Menina,54,90,49,95,,
ASICS,Tênis Asisc Reveletion Varias Cores Confortavel Promoção,125,99,31,50,,
NEW BALANCE,Tênis New Balance Fresh Foam X 1080 V12 Homem,999,90,749,92,,
VIA LIVRE,Tênis Masculino Advanced Running Ultra Leve Macio Academia,129,90,32,48,,
ASICS,Tênis Asics Gel Sendai Couro Leve Macio Promoção Garantia,499,90,159,96,,
BOX200,Tênis Masculino Tamanho Especial Esporte Caminhada Box 200,89,90,76,41,4.5,(744)
VILI,Tênis Masculino Academia Caminhada Vili Barato Leve Corrida,109,90,10,68,4.5,(2619)
OLIMPAK,Tênis Masculino Olimpak Para Academia Caminhada Original,109,29,103,82,4.5,(2417)
EVER WAY,Tênis De Caminhada Confortável Detalhes Em Couro Legitimo,78,90,61,54,4.4,(317)
OLYMPIKUS,Tênis Masculino Taurus Olympikus *oferta*,279,99,163,66,4.8,(1992)
ASICS,Tênis Masculino Asics Academia Envio Imeditao Promoção Full,300,,114,,,
MIZUNO,Tênis De Corrida Masculino Mizuno Wave Zest,449,75,336,67,,
FILA,Fila Float ACER Masculino Adultos 1104585,499,90,284,99,4.5,(34)
OLYMPIKUS,Tênis Olympikus Perfect 4 Masculino Esportivo Confortável  ,349,99,225,99,4.6,(49)
T-SHOES,Tênis Extremecross Speed Trekking Trilha Ciclismo Corrida,174,49,155,29,4.5,(342)
PROSPECT,Tênis Masculino Prospect Fly Academia Esporte Corrida Leve,69,90,44,73,4.0,(55)
,Sapatilha Aquática Antiderrapante Praia Pesca Corrida,79,90,26,63,,
,Tênis Masculino Feminino Caminhada Dia A Dia Tradicional,82,99,27,66,,
FILA,Tênis Fila Float Maxxi 2 Pro Laranja E Azul Original,947,36,899,99,,
,Tenis Corrida Masculino Academia Caminhada Conforto +relógio,34,90,11,63,,
JOHNCAT,Tênis Masculino Leve P/ Caminhada Academia Corrida Sapatênis,169,90,33,98,,
OLYMPIKUS,Tênis Masculino Olympikus Original Academia Preto Adulto ,212,49,165,90,4.7,(1169)
OLDSEN,Tenis Corrida Casual Insanity Leve Confortável Macio 34-43,63,90,6,21,4.5,(328)
,Tênis Masculino Mercedes Petronas Mapf1 Amg Corrida Promoção,159,99,95,99,,
ADIDAS,Tênis Masculino Duramo Sl adidas,499,99,338,84,4.9,(44)
,Kit 2 Tênis Masculino Casual Sola Reta Básico Leve + Relógio,159,90,31,98,,
,Tenis Masculino Academia Preto Caminhada Esportivo Promoção,70,63,23,54,,
UNDER ARMOUR,Tênis Under Armour Tribase Reps Masculino Original,499,90,49,,,
OLDSEN,Tenis Masculino Unissex Botinha Corrida Academia Promoção,78,90,74,95,4.4,(1351)
VIA LIVRE,Kit Tênis Masculino Advanced Run Ultra Leve Academia+relógio,129,98,32,49,,
VELOCE,Tênis Masculino Esporte Veloce Caminhada Macio Corrida Black,99,83,33,28,,
OLYMPIKUS,Olympikus Casual Triunfo 2 Masculino Adultos,229,90,154,90,4.8,(553)
NEW BALANCE,New Balance 500 V2 Masculino Adultos,379,99,300,19,4.6,(62)
JOHNCAT,Tênis Masculino Academia Neutra Casual Caminhada Confortável,159,90,15,54,,
MIZUNO,Tênis Mizuno Space 4 Masculino Preto-preto,299,99,28,,,
MIZUNO,Tênis Mizuno Arrow Masculino,399,90,323,95,,
,Tênis Masculino Esportivo Corrida Academia Confortável Nl434,92,90,9,03,,
,Tenis Masculino Feminino Academia Leve Macio Confortável,78,99,71,09,4.5,(2214)
,Tênis Masculino Feminino Academia Caminhada Loobs Sport,39,90,13,30,,
SAPATOFRAN,Sapatilha Aquatica Maculina Antiderrapante Praia Pesca Mar,78,90,71,01,,
FILA,Tênis Fila Recovery Preto Azul Masculino ,374,90,36,35,,
MOLEKINHO,Tênis Menino Casual Calce Fácil Dia A Dia Conforto Original,78,88,74,93,5.0,(40)
,Tênis Masculino Ecotênis Extra Leve Academia Esportivo,59,90,5,82,,
OLYMPIKUS,Tenis Olympikus Challenger 5 Branco Cinza Masculino,259,90,25,20,5.0,(1)
UNDER ARMOUR,Tênis Under Armour Slight 3,359,99,269,99,,
EVER WAY,Tênis De Caminhada Confortável Detalhes Em Couro Legitimo,78,90,61,54,4.4,(317)
OLYMPIKUS,Tênis Olympikus Index 3 Treino Caminhada Academia Corrida,189,90,31,65,4.8,(76)
,Tênis Calce Fácil Masculino Feminino Vários Tamanhos Barato,89,90,79,11,,
,Tenis Academia Corrida Caminhada Esportivo Crossfit +relogio,34,90,11,63,,
,Tênis Performance Tryd Ultimate Sprint 1 - Corrida E Fitness,169,99,101,99,4.8,(12)
FILA,Fila Running Progress Masculino Adultos,366,59,329,93,4.7,(209)
,Kit 3 Tênis Masculino Meia Sem Cadarço Calce Fácil Conforto,152,40,30,,,
,Tenis Meia Infantil Calce Fácil Tela Respiravel Menino,49,90,4,84,,
,Tênis Olympikus Index Esportivo Masculino Academia Original,189,99,18,47,4.9,(69)
OLDSEN,Tênis Masculino Jaguar Oldsen Treino Corrida Promoção Top,78,97,7,68,4.4,(3053)
OLYMPIKUS,Olympikus Casual Jogging 100 Sem gênero Adultos OBTN068_1-012,229,99,154,80,4.7,(3575)
,Tênis Feminino Masculino Academia Caminhada Loobs Sport,39,90,3,87,,
DM DAMANDO,Tenis Masculino Esportivo Academia Confortavel Crossfit Leve,82,90,8,06,4.7,(14)
PROSPECT,Tênis Masculino Prospect Fly Caminhada Leve Entrega Rápida,69,90,34,95,,
,Tenis Masculino Confortavel Leve Academia Promoçao Original,99,90,84,90,4.5,(243)
,Tênis Esporte Masculino Pronta Entrega Barato,66,90,63,55,4.4,(1548)
MIZUNO,Tênis De Corrida Mizuno Cool Ride 2 Adulto - Original,399,90,379,90,,
,Tenis Masculino Academia Corrida Caminhada Leve Barato,69,90,59,41,4.6,(951)
,Sapatênis Masculino Em Couro Legitimo Kit Com Relógio Tenis,149,90,90,75,4.2,(157)
OLYMPIKUS,Tênis Olympikus Masculino,175,,35,,,
FILA,Tênis Fila Masculino Prisma Original,417,98,279,75,,
INFINIT,Tênis All Ligth Star Feminino E Masculino Tradicional Full ,69,90,51,30,4.0,(4)
FILA,Tênis Fila Float Maxxi 2 Pro Feminino Original + Nota Fiscal,699,90,69,99,,
,Sapatilha Aquática Unissex Rio Pesca Praia Neoprene Flexível,78,90,61,54,4.8,(89)
,Kit 2 Tênis Masculino Ferrari New Scuderia Confort Qualidade,299,99,176,99,,
,Tênis Unisex Academia Resistente Promoção Kit Relógio / Meia,75,90,72,10,,
,Tenis Masculino Olimp Esportivo Promoção Entrega Rápida,59,90,5,82,,
SAPATOFRAN,Tênis Masculino Esportivo Academia Kit C/meia Lupo + Relógio,149,90,98,93,4.3,(2730)
,Tenis Masculino Para Academia #promoção,77,90,58,42,4.6,(733)
UNDER ARMOUR,Tênis Under Armour Charged Great,299,99,269,99,,
UNDER ARMOUR,Tênis Under Armour Tribase Reps Masculino Original,499,90,49,,,
MIZUNO,Tenis Corrida Mizuno Academia Space 4 Tamanhos Especiais ,359,99,36,,,
OLYMPIKUS,Tênis Olimpicos Masculino Todo Preto Uniforme Escola Militar,193,90,18,85,,
UNDER ARMOUR,Tênis Under Armour Tribase Reps Masculino Original,499,38,48,,,
DIX,Tênis Para Academia Masculino Malhar Corrida Promoção,78,90,61,54,4.5,(2585)
OLYMPIKUS,Tênis Olympikus Conex Esportivo Masculino Original,210,20,193,20,,
,Tenis Masculino E Feminino Olimp Academia Corrida Promoção,59,90,5,82,,
OUSY SHOES,Kit Tênis Masculino Caminhada 3 Pares Easy Confortável Combo,229,90,172,42,4.5,(8520)
OLYMPIKUS,Tênis Masculino Oly Dynamic Academia Caminhada,190,98,114,58,,
ASICS,Tênis Asics Original Moda Gel Couro Academia Macio Unissex,333,33,99,99,,
OLYMPIKUS,Olympikus Treino Proof 3 Masculino Adultos,199,99,179,99,4.8,(2081)
MIZUNO,Tênis Mizuno Wave Stratos 2 Masculino- Branco,718,10,682,21,,
RAINHA,Tênis Rainha Vl 2500 Futsal Vôlei Academia Capoeira Corrida,78,90,7,67,4.6,(1057)
,Tênis Academia Branco Esporte Corrida Caminhada Confortável,34,90,11,63,,
OLYMPIKUS,Tênis Olympikus Veloz 3,299,90,33,32,,
WM,Tenis Masculino Feminino Academia Do 34 A 43 Pronta Entrega,79,68,7,,,
,Kit Tênis P/ Academia Treino Masculino Ultra Leve + Relógio,69,90,59,41,,
,Tenis Revelation Masculino Feminino Pronta Entrega 34 Ao 43,89,99,8,75,,
,Tenis Masculino Olimp Esportivo Promoção Barato Aproveite,79,90,7,77,,
OLYMPIKUS,Olympikus 24/7 Lap Masculino Adultos 43769946,149,90,14,57,4.8,(10572)
,Kit 2 Tenis Meia Infantil Calce Fácil Telinha Respirável,78,90,7,67,5.0,(2)
OLYMPIKUS,Tênis Olympikus Veloz 3 Esportivo Masculino Original,315,80,289,10,,
,Kit Tenis Sapatenis Masculino Sport Fino + Acessórios Oferta,199,90,33,32,,
,Kit 2 Tenis Masculino Esportivo Adulto Caminhada Corrida To,158,70,15,43,4.4,(406)
OLYMPIKUS,Tenis Olympikus Veloz 3 Corrida Original Nf Running,359,88,269,91,,
OLYMPIKUS,Tênis Olympikus Dynamic Esportivo Masculino Original Ref -34,289,99,230,66,4.8,(53)
FILA,Fila Recovery Masculino Adultos,311,10,31,,4.7,(1549)
UNDER ARMOUR,Under Armour Charged Quicker Masculino Adultos,399,99,299,99,4.9,(105)
GENÉRICA,Tênis Masculino Esportivo Caminhada Corrida Academia,79,90,26,63,,
,Tênis Bolsonaro Masculino Feminino Patriota Style Super Leve,199,90,33,32,4.7,(232)
WM,Tenis Olimp Masculino Feminino Lançamento Muito Envio Rápido,149,99,107,99,4.4,(87)
ADIDAS,Tênis Corrida Runfalcon 5 adidas,399,99,268,79,4.8,(125)
FILA,Tênis Fila Carbon Tri Unissex Esporte Corrida Triathlon,699,99,524,99,,
FILA,Tênis Fila Masculino Step Original,329,98,228,31,,
,adidas Runfalcon 5 Masculino Adultos,268,,,,,
OLYMPIKUS,Tenis Olympik Dynamic Corrida Treino Dia A Dia Adultos,174,99,124,24,,
SKECHERS,Skechers Ultra Flex 2.0 Mirkon Masculino Adultos,346,60,34,,4.6,(10)
MIZUNO,Mizuno Wave Mirai 5 Masculino Adultos,273,33,30,,4.5,(727)
MIZUNO,Tenis Mizuno Wave Creation 20 Masculino Pronta Entrega 38-43,499,99,149,99,,
MIZUNO,Tênis Mizuno Arrow Masculino,399,90,323,95,,
SKECHERS,Skechers GORun Fast Masculino Adultos,269,90,33,74,4.3,(6)
,Kit 2 Tenis Infantil Calce Fácil Sem Cadarço Meia Menino,69,90,6,79,,
OLYMPIKUS,Tenis Olympikus Unissex Swift 4 Corrida Academia Cross Novo,279,99,195,99,5.0,(4)
VANS,Tênis Masculino Vans Old Skool Original Skate Conforto,269,90,161,94,4.7,(33)
OUSY SHOES,Kit 2 Tênis Masculino Academia Easy Cadarço Caminhada Novo,159,90,125,40,4.5,(145)
,Tênis Bolsonaro : Liberdade Style Super Confortável ,169,90,33,98,4.8,(173)
ASICS,Tênis Asics Jolt 4 Masculino Corrida - Caminhada,359,90,247,30,5.0,(14)
,Kit Tênis Esporte Academia Corrida Caminhada Combo 2 Pares,59,90,19,97,,
MIZUNO,Tênis Mizuno Wave Mirai 5 Cinza Corrida Academia Original,499,80,399,84,,
ASCENSION,Tênis Esportivo Ortopédico Para Academia Treino Dia A Dia,144,90,127,51,4.5,(476)
OLYMPIKUS,Olympikus Corre Trilha Sem gênero Adultos,599,90,449,92,5.0,(21)
WM,Tenis Masculino Feminino Olimp Exclusivo Pronta Entrega,199,99,109,99,4.4,(361)
PROSPECT,Kit 3 Tênis Masculino Prospect Speed Academia Leve + Relógio,219,90,138,53,4.3,(64)
MIZUNO,Mizuno Wave Vitality 4 Masculino Adultos,229,99,32,86,4.7,(213)
ASICS,Tênis Asics Masculino Feminino Varias Cores Do 34 Ao 43 Full,99,40,33,13,4.8,(4)
brand,name,old_price_reais,old_price_centavos,new_price_reais,new_price_centavos,reviews_rating_number,reviews_amount
TRYD,Tênis Para Treino Academia Caminhada Corrida Tryd 5400 Leve,99,99,67,99,4.5,(11164)
DIX,Tênis Para Academia Masculino Malhar Corrida Promoção,78,90,61,54,4.5,(2585)
PUMA,Tênis Flyer Runner Mesh Bdp Puma,329,90,199,90,4.8,(1005)
FILA,Fila Float Maxxi 2 Pro Masculino Adultos,899,90,760,95,5.0,(20)
,Tênis Masculino Advenced Esportivo Academia Super Leve Nl357,98,31,32,77,4.5,(6)
OLYMPIKUS,Olympikus CORRIDA Voa 2 Masculino Adultos,299,99,208,99,4.8,(585)
,Tênis Masculino Ecotênis Caminhada Corrida Academia Conforto,68,90,22,97,,
,Tênis Ecotênis Conforto Extra Leve Treino Academia Caminhada,64,90,21,63,,
TRYD,Tênis Para Treino Academia Caminhada Corrida Tryd 5400 Leve,99,99,67,99,4.5,(11164)
,Tênis Masculino Olymp Olimp Space Caminhada Barato Promoção,78,90,71,01,4.2,(2815)
NIKE,Nike Court Vision Low Next Nature Masculino Adultos,459,99,46,,4.5,(189)
,Tênis Casual Masculino Navisteel,151,74,30,35,,
DIX,Tênis Para Academia Masculino Malhar Corrida Promoção,78,90,61,54,4.5,(2585)
UNDER ARMOUR,Under Armour Charged Skyline 4 Masculino Adultos,399,99,40,,4.8,(44)
OLYMPIKUS,Olympikus Treino Proof 3 Masculino Adultos,199,99,179,99,4.8,(2081)
OLYMPIKUS,Tênis Olympikus Fluir Leve Caminhada Treino Corrida Academia,189,90,18,46,,
OLYMPIKUS,Olympikus 24/7 Lap Masculino Adultos 43769946,149,90,14,57,4.8,(10572)
OLYMPIKUS,Olympikus Treino Dynamic Masculino Adultos,349,99,201,99,4.8,(8385)
RAINHA,Tênis Rainha Vl 2500 Futsal Vôlei Academia Capoeira Corrida,78,90,7,67,4.6,(1057)
NIKE,Tênis Nike Revolution 7 Masculino,299,99,29,08,4.7,(1147)
OLYMPIKUS,Tênis Olympikus Dynamic Steel Esportivo Academia Original,279,99,27,15,,
FILA,Fila Recovery Masculino Adultos,311,10,31,,4.7,(1549)
,Tênis Masculino Academia Caminhada Corrida Training Bylbow,78,90,68,40,4.6,(3648)
OUSY SHOES,Kit Tênis Masculino Caminhada 3 Pares Easy Confortável Combo,229,90,172,42,4.5,(8520)
,Tenis Olimp Esportivo Masculino Feminino Leve E Macio,78,90,7,67,4.1,(8471)
DM DAMANDO,Tenis Masculino Confortavel/academia/crossfit + Relógio,77,90,74,67,4.5,(5738)
,Kit 2 Tenis Masculino Esportivo Adulto Caminhada Corrida To,158,70,15,43,4.4,(406)
OLYMPIKUS,Tênis Olympikus Dynamic Esportivo Masculino Original Ref -34,289,99,230,66,4.8,(53)
UNDER ARMOUR,Under Armour Pacer Masculino Adultos,449,99,260,99,4.6,(1110)
UNDER ARMOUR,Under Armour Charged Quicker Masculino Adultos,399,99,299,99,4.9,(105)
,Tênis Confortável Treino Academia Ecotênis Corrida Conforto,58,90,5,73,,
ASCENSION,Tenis Masculino E Feminino De Caminhada Ortopedico Crossfit,69,90,23,30,4.7,(2982)
,Tênis Bolsonaro Masculino Feminino Patriota Style Super Leve,199,90,33,32,4.7,(232)
OLYMPIKUS,Olympikus Taurus Masculino Adultos,279,99,166,99,4.8,(285)
WM,Tenis Olimp Masculino Feminino Lançamento Muito Envio Rápido,149,99,107,99,4.4,(87)
,Kit Combo 2 Tenis Masculino Academia Caminhada Corrida Top,169,90,152,91,4.6,(2258)
DM DAMANDO,Tenis Masculino Esportivo Black Academia Corrida Caminhada,72,90,45,60,4.4,(53)
SKECHERS,Skechers Ultra Flex 2.0 Mirkon Masculino Adultos,346,60,34,,4.6,(10)
,Tênis Masculino Academia Rixxon Leve Promoção Barato ,87,90,60,65,4.5,(680)
PUMA,Tênis Masculino E Feminino Flyer Flex Bdp Puma *oferta*,329,90,199,99,4.8,(312)
MIZUNO,Mizuno Wave Mirai 5 Masculino Adultos,273,33,30,,4.5,(727)
,Tenis Sapatilha Bike Pesca Corrida Academia Neoprene Confort,53,67,17,,4.6,(822)
,Tenis Esporte Academia Corrida Caminhada Confortável Leve,69,90,6,79,4.5,(662)
OLYMPIKUS,Tênis Olympikus Dynamic Esportivo Academia Macio Original,289,99,275,49,,
SKECHERS,Skechers GORun Fast Masculino Adultos,269,90,33,74,4.3,(6)
OLYMPIKUS,Tenis Olympikus Unissex Swift 4 Corrida Academia Cross Novo,279,99,195,99,5.0,(5)
VANS,Tênis Masculino Vans Old Skool Original Skate Conforto,269,90,161,94,4.7,(33)
OUSY SHOES,Kit 2 Tênis Masculino Academia Easy Cadarço Caminhada Novo,159,90,125,40,4.5,(145)
,Tenis Feminino Casual Nyc Shoes Masculino Moda Adulto,89,90,69,90,4.5,(4715)
,Tênis Cross Tryd 5400 Academia Caminhada Confortável Leve,99,99,68,99,4.5,(1859)
MIZUNO,Mizuno Wave Mirai 6 Masculino Adultos,529,32,497,56,4.6,(28)
OLYMPIKUS,Tênis Olympikus Volt Lançamento Original Caminhada Academia,229,99,170,19,4.7,(1146)
OLYMPIKUS,Tênis Olympikus Estilo 2 Masculino Corrida,259,99,207,99,4.5,(55)
OLDSEN,Tenis Masculino Unissex Botinha Corrida Academia Promoção,78,90,74,95,4.4,(1352)
OLYMPIKUS,Olympikus Casual Triunfo 2 Masculino Adultos,229,90,154,90,4.8,(553)
NEW BALANCE,New Balance 500 V2 Masculino Adultos,379,99,300,19,4.6,(62)
